,Unnamed: 0,dateSold,propertyType,lotAreaValue,address,imgSrc,price,listingDateTime,longitude,latitude,listingStatus,zpid,livingArea,daysOnZillow,bedrooms,bathrooms,country,currency,lotAreaUnit,hasImage,listingSubType.is_newHome
252,12,1635490800000,SINGLE_FAMILY,0.3,"1002 Glyndon St SE, Vienna, VA 22180",https://photos.zillowstatic.com/fp/0934fbbd96461391fa25a539479eb5fa-p_e.jpg,1780000,,-77.2471,38.894688,RECENTLY_SOLD,51777235,5191.0,-1,5.0,6.0,USA,USD,acres,True,
253,13,1635490800000,SINGLE_FAMILY,0.43,"203 Niblick Dr SE, Vienna, VA 22180",https://photos.zillowstatic.com/fp/ceca16e0a15f4f374671d4d7e8fba076-p_e.jpg,1870000,,-77.25023,38.90974,RECENTLY_SOLD,110690155,5716.0,-1,5.0,5.0,USA,USD,acres,True,
254,14,1635404400000,SINGLE_FAMILY,0.26,"2516 Villanova Dr, Vienna, VA 22180",https://photos.zillowstatic.com/fp/b7af8f7aed85d37c2e8fff0a9ad012a6-p_e.jpg,1473400,,-77.23161,38.88752,PENDING,51808201,3420.0,-1,4.0,5.0,USA,USD,acres,True,True
255,15,1635231600000,SINGLE_FAMILY,0.35,"701 Meadow Ln SW, Vienna, VA 22180",https://photos.zillowstatic.com/fp/d6a3d9c9d9bc958b4d47210bcddd8602-p_e.jpg,2140000,,-77.26902,38.88882,RECENTLY_SOLD,51804218,6137.0,-1,7.0,7.0,USA,USD,acres,True,
256,16,1635231600000,SINGLE_FAMILY,0.81,"1300 Beulah Rd, Vienna, VA 22182",https://photos.zillowstatic.com/fp/0f192dfcdd6a3fe62bce94a4d18630d2-p_e.jpg,1010000,,-77.27558,38.958096,RECENTLY_SOLD,51724855,6768.0,-1,5.0,5.0,USA,USD,acres,True,
257,17,1635231600000,SINGLE_FAMILY,0.36,"1314 Towlston Rd, Vienna, VA 22182",https://photos.zillowstatic.com/fp/65be929fdcd298003126360dd9545b8d-p_e.jpg,835000,,-77.26509,38.949486,RECENTLY_SOLD,51725572,2836.0,-1,5.0,3.0,USA,USD,acres,True,
258,18,1635231600000,SINGLE_FAMILY,7840.8,"8356 Idylwood Rd, Vienna, VA 22182",https://photos.zillowstatic.com/fp/eff8f104018491e140554ed6219ed076-p_e.jpg,815000,,-77.23299,38.898342,RECENTLY_SOLD,51776779,2400.0,-1,3.0,4.0,USA,USD,sqft,True,
259,19,1635231600000,SINGLE_FAMILY,0.31,"1829 Grampion Pl, Vienna, VA 22182",https://photos.zillowstatic.com/fp/67f1fe6d045b8f70d17a6052503c4e27-p_e.jpg,855000,,-77.27339,38.921104,RECENTLY_SOLD,51745635,1741.0,-1,4.0,3.0,USA,USD,acres,True,
260,20,1635145200000,SINGLE_FAMILY,0.26,"1809 Prelude Dr, Vienna, VA 22182",https://photos.zillowstatic.com/fp/7bd6e4e31a30dd950d3d2d33ce6c38ec-p_e.jpg,1100000,,-77.27734,38.91748,RECENTLY_SOLD,51745773,4450.0,-1,5.0,4.0,USA,USD,acres,True,
261,21,1635145200000,SINGLE_FAMILY,0.38,"9810 Meadow Dale Ct, Vienna, VA 22181",https://photos.zillowstatic.com/fp/126e7984463d0913e23a4aa4cb16669c-p_e.jpg,845000,,-77.28567,38.91162,RECENTLY_SOLD,51769116,2200.0,-1,5.0,3.0,USA,USD,acres,True,
262,22,1635145200000,SINGLE_FAMILY,0.84,"LOT 12 Oakton Dr, Oakton, VA 22124",https://photos.zillowstatic.com/fp/0326ee3d99d958da077f90c5cc1952be-p_e.jpg,1638927,,,,RECENTLY_SOLD,2078979496,4248.0,-1,5.0,5.0,USA,USD,acres,True,
263,23,1635145200000,SINGLE_FAMILY,0.78,"8613 Hilltop Rd, Vienna, VA 22180",https://photos.zillowstatic.com/fp/0f33428a7c246f78af8d9eeb51a54664-p_e.jpg,850000,,-77.24294,38.876884,RECENTLY_SOLD,51807806,3930.0,-1,4.0,5.0,USA,USD,acres,True,
264,24,1635145200000,SINGLE_FAMILY,0.66,"10325 Lynch Ln, Oakton, VA 22124",https://photos.zillowstatic.com/fp/2732030c083265816027e3f53f75f812-p_e.jpg,1635000,,-77.30295,38.889114,RECENTLY_SOLD,119112341,7250.0,-1,5.0,5.0,USA,USD,acres,True,
265,25,1634886000000,SINGLE_FAMILY,0.5,"2322 Trott Ave, Vienna, VA 22181",https://photos.zillowstatic.com/fp/fd5992933aeedd4b31f4c0bb3c4486d6-p_e.jpg,850000,,-77.29523,38.905266,RECENTLY_SOLD,51766950,2332.0,-1,4.0,3.0,USA,USD,acres,True,
266,26,1634886000000,SINGLE_FAMILY,10454.4,"114 Elm St SW, Vienna, VA 22180",https://photos.zillowstatic.com/fp/fa240700a7127781e12e75857ef9466f-p_e.jpg,1919743,,-77.262344,38.89765,RECENTLY_SOLD,51772539,5288.0,-1,6.0,6.0,USA,USD,sqft,True,
267,27,1634886000000,SINGLE_FAMILY,0.63,"10203 Brittenford Dr, Vienna, VA 22182",https://photos.zillowstatic.com/fp/f1758d11b1058f2faab7557f80201d09-p_e.jpg,1485000,,-77.29695,38.943333,RECENTLY_SOLD,51743678,5180.0,-1,5.0,5.0,USA,USD,acres,True,
268,28,1634886000000,SINGLE_FAMILY,0.36,"1402 Baritone Ct, Vienna, VA 22182",https://photos.zillowstatic.com/fp/75eec09757e714ae92f46568b4d2a343-p_e.jpg,987000,,-77.27063,38.94875,RECENTLY_SOLD,51725632,2804.0,-1,5.0,3.0,USA,USD,acres,True,
269,29,1634886000000,SINGLE_FAMILY,0.98,"9817 Wintercress Ct, Vienna, VA 22182",https://photos.zillowstatic.com/fp/6ae5d2580b71296e54329b46fb5e7d74-p_e.jpg,1025000,,-77.29168,38.950253,RECENTLY_SOLD,51725256,3200.0,-1,5.0,4.0,USA,USD,acres,True,
270,30,1634886000000,SINGLE_FAMILY,1.25,"9617 Courthouse Rd, Vienna, VA 22181",https://photos.zillowstatic.com/fp/1357199025843f3e73baec6c6a66299b-p_e.jpg,650000,,-77.2774,38.886723,RECENTLY_SOLD,51801584,6400.0,-1,5.0,6.0,USA,USD,acres,True,
271,31,1634886000000,SINGLE_FAMILY,0.26189164370983,"122 Locust St SW, Vienna, VA 22180","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=38.8985481262207,-77.2647705078125&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=6P7NYOjN-8Q5HGtCO_8Ys_dcQKk=",780000,,-77.26477,38.89855,RECENTLY_SOLD,51772512,1002.0,-1,2.0,2.0,USA,USD,acres,,
272,32,1634799600000,SINGLE_FAMILY,0.83,"1343 Belasco Valley Cir, Great Falls, VA 22066",https://photos.zillowstatic.com/fp/9005f02007481d63ff941ebfc3e0edbe-p_e.jpg,2532958,,,,RECENTLY_SOLD,2067674756,6887.0,-1,5.0,6.0,USA,USD,acres,True,
273,33,1634799600000,SINGLE_FAMILY,0.61,"1709 Raleigh Hill Rd, Vienna, VA 22182",https://photos.zillowstatic.com/fp/d906a379b9e84d680abca16faef30577-p_e.jpg,1460000,,-77.303665,38.94631,RECENTLY_SOLD,51724090,5450.0,-1,6.0,5.0,USA,USD,acres,True,
274,34,1634799600000,SINGLE_FAMILY,0.25431588613407,"8326 Syracuse Cir, Vienna, VA 22180","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=38.88453674316406,-77.23421478271484&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=0xv3hbw4UuFtt_Ft1u6p7Dw2Bo0=",625000,,-77.234215,38.884537,RECENTLY_SOLD,51808172,1153.0,-1,3.0,2.0,USA,USD,acres,,
275,35,1634799600000,SINGLE_FAMILY,5662.8,"8154 Silverberry Way, Vienna, VA 22182",https://photos.zillowstatic.com/fp/2da6ee6eb4803e1e9bbf5771dcec691d-p_e.jpg,1150000,,-77.22795,38.904537,RECENTLY_SOLD,51775944,5246.0,-1,5.0,5.0,USA,USD,sqft,True,
276,36,1634713200000,SINGLE_FAMILY,10454.4,"700 Park St SE, Vienna, VA 22180",https://photos.zillowstatic.com/fp/217f47d874e340c085c6d511cb8c5127-p_e.jpg,1375000,,-77.255516,38.898216,RECENTLY_SOLD,51771931,4465.0,-1,5.0,3.0,USA,USD,sqft,True,
277,37,1634713200000,SINGLE_FAMILY,0.52,"1342 Carpers Farm Way, Vienna, VA 22182",https://photos.zillowstatic.com/fp/1123f01774c0cecdb42aa9943c25abc2-p_e.jpg,1217500,,-77.29686,38.963505,RECENTLY_SOLD,51723437,3722.0,-1,5.0,4.0,USA,USD,acres,True,
278,38,1634713200000,SINGLE_FAMILY,10018.8,"604 Tapawingo Rd SW, Vienna, VA 22180",https://photos.zillowstatic.com/fp/04c949af43e2ccaef12f99271cf7c852-p_e.jpg,725000,,-77.265594,38.887974,RECENTLY_SOLD,51804003,1675.0,-1,3.0,2.0,USA,USD,sqft,True,
279,39,1634626800000,SINGLE_FAMILY,0.31,"9708 Decree Ln, Vienna, VA 22181",https://photos.zillowstatic.com/fp/12806c6cd96dc70515b3093eaec10ca1-p_e.jpg,801255,,-77.28073,38.90907,RECENTLY_SOLD,51768659,1980.0,-1,4.0,3.0,USA,USD,acres,True,
280,0,1634626800000,SINGLE_FAMILY,5227.2,"8423 Hollis Ln, Vienna, VA 22182",https://photos.zillowstatic.com/fp/7559ff11b3b42b0e14f21e2619f508a8-p_e.jpg,805000,,-77.23423,38.900616,RECENTLY_SOLD,51777621,1744.0,-1,3.0,4.0,USA,USD,sqft,True,
281,1,1634626800000,SINGLE_FAMILY,0.27,"2340 Riviera Dr, Vienna, VA 22181",https://photos.zillowstatic.com/fp/9e2b0ec5ce688f5f2c168cf6a5540f04-p_e.jpg,877500,,-77.28732,38.90203,RECENTLY_SOLD,51771113,1980.0,-1,5.0,4.0,USA,USD,acres,True,
282,2,1634626800000,SINGLE_FAMILY,0.5524334251607,"1104 Westbriar Ct NE, Vienna, VA 22180","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=38.91798782348633,-77.24404907226562&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=I9CkQrYeb3mgYwavdelturXSNwo=",470000,,-77.24405,38.917988,RECENTLY_SOLD,51748385,1392.0,-1,4.0,2.5,USA,USD,acres,,
283,3,1634540400000,SINGLE_FAMILY,0.26999540863177,"402 Kingsley Rd SW, Vienna, VA 22180",https://photos.zillowstatic.com/fp/1ad64b3eb0354816f04f6c2f6c6de362-p_e.jpg,1750000,,-77.25942,38.887283,RECENTLY_SOLD,51803440,6315.0,-1,6.0,6.0,USA,USD,acres,True,
284,4,1634540400000,SINGLE_FAMILY,0.3,"9920 Corsica St, Vienna, VA 22181",https://photos.zillowstatic.com/fp/470d3e7da7e410b245769f3d8f3038cd-p_e.jpg,900000,,-77.288506,38.903816,RECENTLY_SOLD,51768958,2100.0,-1,4.0,4.0,USA,USD,acres,True,
285,5,1634540400000,SINGLE_FAMILY,0.83,"1804 Watervale Way, Vienna, VA 22182",https://photos.zillowstatic.com/fp/6a6cfa44f76dbc7e73c62cb7086b9ec5-p_e.jpg,1900000,,-77.28082,38.92461,RECENTLY_SOLD,51746094,6502.0,-1,5.0,6.0,USA,USD,acres,True,
286,6,1634540400000,SINGLE_FAMILY,0.3,"1716 Pine Valley Dr, Vienna, VA 22182",https://photos.zillowstatic.com/fp/789a0d15c4fac0616213b1e94ce70710-p_e.jpg,825000,,-77.24485,38.923725,RECENTLY_SOLD,51748560,1950.0,-1,4.0,3.0,USA,USD,acres,True,
287,7,1634540400000,SINGLE_FAMILY,0.48,"9706 Spring Ridge Ln, Vienna, VA 22182",https://photos.zillowstatic.com/fp/6b98a0f86fbbe8c69b865d5b1ca64931-p_e.jpg,1200000,,-77.280525,38.95502,RECENTLY_SOLD,51725166,3566.0,-1,4.0,4.0,USA,USD,acres,True,
288,8,1634281200000,SINGLE_FAMILY,0.28,"1002 Frederick St SW, Vienna, VA 22180",https://photos.zillowstatic.com/fp/dbdbcccdefd95ef905ff69155a01b56f-p_e.jpg,1750000,,,,RECENTLY_SOLD,2068779982,6315.0,-1,6.0,6.0,USA,USD,acres,True,
289,9,1634281200000,SINGLE_FAMILY,0.28,"1916 Hull Rd, Vienna, VA 22182",https://photos.zillowstatic.com/fp/3bf2475c98a3e85599ab43d19d4efcde-p_e.jpg,740000,,-77.23352,38.91258,RECENTLY_SOLD,51773541,1596.0,-1,5.0,3.0,USA,USD,acres,True,
290,10,1634281200000,SINGLE_FAMILY,9147.6,"422 E St NE, Vienna, VA 22180",https://photos.zillowstatic.com/fp/4b2583db727af8d30aaba01d94637d25-p_e.jpg,1150000,,-77.259705,38.91482,RECENTLY_SOLD,51770441,4650.0,-1,4.0,4.0,USA,USD,sqft,True,
291,11,1634281200000,SINGLE_FAMILY,0.47,"9921 Chase Hill Ct, Vienna, VA 22182",https://photos.zillowstatic.com/fp/1d41d7b84e30cb0e7281fb0299f16573-p_e.jpg,950000,,-77.288734,38.9581,RECENTLY_SOLD,51725203,3700.0,-1,5.0,3.0,USA,USD,acres,True,
292,12,1634281200000,SINGLE_FAMILY,0.37,"409 Wolftrap Rd SE, Vienna, VA 22180",https://photos.zillowstatic.com/fp/a1c44235413c3eb8db55d7be724386ef-p_e.jpg,1879262,,-77.24597,38.90996,RECENTLY_SOLD,51773673,4685.0,-1,5.0,5.0,USA,USD,acres,True,
293,13,1634194800000,SINGLE_FAMILY,0.52,"1009 Ware St SW LOT 7, Vienna, VA 22180",https://photos.zillowstatic.com/fp/91f65f352c8de917fbe83585f934acd2-p_e.jpg,1834020,,,,RECENTLY_SOLD,2069934631,5962.0,-1,7.0,8.0,USA,USD,acres,True,
294,14,1634194800000,SINGLE_FAMILY,10454.4,"235 Locust St SE, Vienna, VA 22180",https://photos.zillowstatic.com/fp/bcdaef8b2087758a3aaefeb326bf6739-p_e.jpg,1103000,,-77.25914,38.903034,RECENTLY_SOLD,64850875,2564.0,-1,5.0,4.0,USA,USD,sqft,True,
295,15,1634194800000,SINGLE_FAMILY,6534.0,"9728 Hidden Valley Rd, Vienna, VA 22181",https://photos.zillowstatic.com/fp/c936f443576e106f2ec87af7ef47a851-p_e.jpg,1000000,,-77.283676,38.885544,RECENTLY_SOLD,51803068,3385.0,-1,4.0,4.0,USA,USD,sqft,True,
296,16,1634194800000,SINGLE_FAMILY,0.82665289256198,"9192 Farber Forge Ct, Great Falls, VA 22102","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=38.954776763916016,-77.25863647460938&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=6qO192CfOp_gv21gG_hZYprTMYs=",2852646,,-77.25864,38.954777,RECENTLY_SOLD,306650176,7031.0,-1,5.0,7.0,USA,USD,acres,,
297,17,1634108400000,SINGLE_FAMILY,0.94,"9194 Farber Forge Ct, Great Falls, VA 22102","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=38.95476150512695,-77.25914764404297&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=z4lCoP4zNl6SXVnXnosM7svBqsU=",2852646,,-77.25915,38.95476,RECENTLY_SOLD,306650175,7077.0,-1,5.0,7.0,USA,USD,acres,,
298,18,1634108400000,SINGLE_FAMILY,0.49,"9516 Bent Creek Ln, Vienna, VA 22182",https://photos.zillowstatic.com/fp/357c5be7d9e1f0c79ff6cdafddba624d-p_e.jpg,1250000,,-77.275276,38.955368,RECENTLY_SOLD,51725061,3640.0,-1,4.0,4.0,USA,USD,acres,True,
299,19,1634108400000,SINGLE_FAMILY,0.50417814508724,"639 Hillcrest Dr SW, Vienna, VA 22180","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=38.89228439331055,-77.26234436035156&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=VKF2spQvesDCEFUB5UHYJoGOCPY=",1000000,,-77.262344,38.892284,RECENTLY_SOLD,51772301,1794.0,-1,3.0,2.0,USA,USD,acres,,
300,20,1634022000000,SINGLE_FAMILY,10454.4,"203 Owaissa Ct SE, Vienna, VA 22180",https://photos.zillowstatic.com/fp/d17a6dbc91d57500663a1c63f95378b2-p_e.jpg,890000,,-77.25015,38.89572,RECENTLY_SOLD,51773167,2513.0,-1,4.0,3.0,USA,USD,sqft,True,
301,21,1634022000000,SINGLE_FAMILY,0.69,"9746 Vale Rd NW, Vienna, VA 22181",https://photos.zillowstatic.com/fp/b60fe1153d8fb69c93758c861e9dfe9f-p_e.jpg,899746,,-77.283264,38.8995,RECENTLY_SOLD,51770901,2778.0,-1,4.0,3.0,USA,USD,acres,True,
302,22,1634022000000,SINGLE_FAMILY,0.79,"1506 Black Eyed Susan Ln, Vienna, VA 22182",https://photos.zillowstatic.com/fp/d2f69ca88e4787b8f51221788922bd1b-p_e.jpg,1335000,,-77.289505,38.94795,RECENTLY_SOLD,51725299,3819.0,-1,5.0,4.0,USA,USD,acres,True,
303,23,1634022000000,SINGLE_FAMILY,8712.0,"1901 Aubrey Place Ct, Vienna, VA 22182",https://photos.zillowstatic.com/fp/f1d29acd250993c4eba8188051078790-p_e.jpg,876000,,-77.28385,38.920895,RECENTLY_SOLD,51745943,2716.0,-1,4.0,3.0,USA,USD,sqft,True,
304,24,1634022000000,SINGLE_FAMILY,1.91,"2101 Hunters Crest Way, Vienna, VA 22181",https://photos.zillowstatic.com/fp/f7f1d1c7b27285b9bcc5905cc19bc053-p_e.jpg,1572000,,-77.31245,38.92469,RECENTLY_SOLD,51744137,6966.0,-1,4.0,6.0,USA,USD,sqft,True,
305,25,1634022000000,SINGLE_FAMILY,10454.4,"508 Alma St SE, Vienna, VA 22180",https://photos.zillowstatic.com/fp/2398ed525284b58cdb55654da9e9bacf-p_e.jpg,1568150,,-77.24975,38.904243,RECENTLY_SOLD,51773603,4222.0,-1,5.0,5.0,USA,USD,sqft,True,
306,26,1634022000000,SINGLE_FAMILY,6534.0,"9555 Grand Oaks Ct, Vienna, VA 22181",https://photos.zillowstatic.com/fp/5e4b28ead076a8dfa025e7c1f4b8da5a-p_e.jpg,770000,,-77.275314,38.889477,RECENTLY_SOLD,51771604,1752.0,-1,3.0,3.0,USA,USD,sqft,True,
307,27,1633762800000,SINGLE_FAMILY,0.5,"611 Hillcrest Dr SW, Vienna, VA 22180","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=38.893314361572266,-77.26337432861328&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=zi-sX_aToIbjosXjytNxwsLQIFw=",1057600,,-77.263374,38.893314,RECENTLY_SOLD,51772295,1098.0,-1,3.0,3.0,USA,USD,acres,,
308,28,1633762800000,SINGLE_FAMILY,0.25,"2438 Holt St, Vienna, VA 22180",https://photos.zillowstatic.com/fp/4faca7b2dc60545dee7695a5591ea1d2-p_e.jpg,700000,,-77.233444,38.891273,RECENTLY_SOLD,51777050,2713.0,-1,4.0,3.0,USA,USD,acres,True,
309,29,1633676400000,SINGLE_FAMILY,0.28007346189164,"116 Elmar Dr SE, Vienna, VA 22180","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=38.89630126953125,-77.25421905517578&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=Fk-rnMDC3M1n-x9iVcmOQufsay8=",848000,,-77.25422,38.8963,RECENTLY_SOLD,51772835,1008.0,-1,,2.0,USA,USD,acres,,
310,30,1633676400000,SINGLE_FAMILY,0.45913682277319,"1297 Difficult Run Ct, Vienna, VA 22182","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=38.9615592956543,-77.2804183959961&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=LlLMMZnfgjbcg3Xlvh8WyRWQIfw=",130973,,-77.28042,38.96156,RECENTLY_SOLD,51724455,4124.0,-1,4.0,4.5,USA,USD,acres,,
311,31,1633590000000,SINGLE_FAMILY,0.46,"2425 Hunter Mill Rd, Vienna, VA 22181",https://photos.zillowstatic.com/fp/d34787b55807bb41db1a7498cd6aa102-p_e.jpg,720000,,-77.30279,38.905003,RECENTLY_SOLD,51767044,2547.0,-1,4.0,3.0,USA,USD,acres,True,
312,32,1633590000000,SINGLE_FAMILY,8712.0,"9856 Hidden Estates Cv, Vienna, VA 22181",https://photos.zillowstatic.com/fp/277decff6fb7464ce4f7712a2851dd85-p_e.jpg,1250000,,-77.28645,38.88365,RECENTLY_SOLD,51802843,4704.0,-1,4.0,4.0,USA,USD,sqft,True,
313,33,1633590000000,SINGLE_FAMILY,0.63,"2725 Willow Dr, Vienna, VA 22181",https://photos.zillowstatic.com/fp/eb0ca1e3e8dd38b894fc5d0f73186ef6-p_e.jpg,2000000,,-77.2946,38.88874,RECENTLY_SOLD,51799087,6893.0,-1,6.0,6.0,USA,USD,acres,True,
314,34,1633590000000,SINGLE_FAMILY,0.91,"1371 Tate Modern Ln, Great Falls, VA 22066","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=38.95186233520508,-77.26235961914062&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=iDOY4hunwjAazyiPG1W8KxjS_d8=",2270537,,-77.26236,38.951862,RECENTLY_SOLD,306650204,6249.0,-1,5.0,7.0,USA,USD,acres,,
315,35,1633590000000,SINGLE_FAMILY,10454.4,"9315 Talisman Dr, Vienna, VA 22182",https://photos.zillowstatic.com/fp/dd810d4b10f50b3144da19bbc7f56d2d-p_e.jpg,825000,,-77.2686,38.917435,RECENTLY_SOLD,51746897,2452.0,-1,5.0,3.0,USA,USD,sqft,True,
316,36,1633590000000,SINGLE_FAMILY,1.0581496786042,"9105 Lucky Estates Dr, Vienna, VA 22182",https://photos.zillowstatic.com/fp/584f74d0ccc295cd324d9d3b7b0be9c4-p_e.jpg,72600,,-77.2595,38.946026,RECENTLY_SOLD,51725843,4652.0,-1,5.0,5.0,USA,USD,acres,True,
317,37,1633503600000,SINGLE_FAMILY,0.4,"1425 Trapline Ct, Vienna, VA 22182",https://photos.zillowstatic.com/fp/6cd13ae4aee04b0408f55d25617e978f-p_e.jpg,1010000,,-77.25978,38.941364,RECENTLY_SOLD,51745072,3955.0,-1,5.0,3.0,USA,USD,acres,True,
318,38,1633503600000,SINGLE_FAMILY,0.3,"508 Princeton Ter SW, Vienna, VA 22180",https://photos.zillowstatic.com/fp/44eb9b9ba541970dc41102aed73f02d6-p_e.jpg,1200000,,-77.27111,38.88784,RECENTLY_SOLD,51801768,3487.0,-1,5.0,5.0,USA,USD,acres,True,
319,39,1633503600000,SINGLE_FAMILY,0.35,"9642 Cinnamon Creek Dr, Vienna, VA 22182",https://photos.zillowstatic.com/fp/f5bdde7353187d64b2d009ca80e2fb25-p_e.jpg,735000,,-77.27708,38.94445,RECENTLY_SOLD,51744566,1478.0,-1,5.0,3.0,USA,USD,acres,True,
320,0,1633417200000,SINGLE_FAMILY,0.94,"9905 Carrhill Ct, Vienna, VA 22181",https://photos.zillowstatic.com/fp/6aa386325b7a22b0499edfd8ecf18139-p_e.jpg,1070000,,-77.28845,38.918453,RECENTLY_SOLD,51745458,2841.0,-1,5.0,4.0,USA,USD,acres,True,
321,1,1633417200000,SINGLE_FAMILY,0.55557851239669,"2751 Hill Rd, Vienna, VA 22181",https://photos.zillowstatic.com/fp/2d988d0ec7c6d8e11a3ed81ba637403d-p_e.jpg,1100000,,-77.297935,38.89047,RECENTLY_SOLD,51768055,3778.0,-1,5.0,4.0,USA,USD,acres,True,
322,2,1633330800000,SINGLE_FAMILY,10454.4,"2617 Occidental Dr, Vienna, VA 22180",https://photos.zillowstatic.com/fp/5ab4b5f71216b99f6925a0aba6c719d3-p_e.jpg,785000,,-77.24377,38.883232,RECENTLY_SOLD,51808495,2545.0,-1,4.0,3.0,USA,USD,sqft,True,
323,3,1633330800000,SINGLE_FAMILY,0.56737832874197,"324 W St NW, Vienna, VA 22180","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=38.90203857421875,-77.2723159790039&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=GIVNauZ5hU4HXV0S4zeNrJoWNGg=",1570000,,-77.272316,38.90204,RECENTLY_SOLD,51770559,4752.0,-1,5.0,3.5,USA,USD,acres,,
324,4,1633071600000,SINGLE_FAMILY,0.57,"324 West St, Vienna, VA 22180",https://photos.zillowstatic.com/fp/20cf93369cb7d8698a7501121c37c025-p_e.jpg,1570000,,,,RECENTLY_SOLD,2067172421,4755.0,-1,5.0,4.0,USA,USD,acres,True,
325,5,1633071600000,SINGLE_FAMILY,0.34,"1333 Vanetta Ln, Vienna, VA 22182",https://photos.zillowstatic.com/fp/d7b76fa89e9d25b30ed587511a3991ff-p_e.jpg,1255750,,-77.26656,38.951427,RECENTLY_SOLD,51725694,2632.0,-1,4.0,4.0,USA,USD,acres,True,
326,6,1633071600000,SINGLE_FAMILY,0.25,"2419 Rockbridge St, Vienna, VA 22180",https://photos.zillowstatic.com/fp/a6f049b5ddad9a35fa8c4a305aaadb7b-p_e.jpg,779000,,-77.23687,38.89232,RECENTLY_SOLD,51776920,2236.0,-1,4.0,3.0,USA,USD,acres,True,
327,7,1633071600000,SINGLE_FAMILY,2.12,"1522 Crowell Rd, Vienna, VA 22182",https://photos.zillowstatic.com/fp/5a3bb4af9c76e7f20baaba2245417acf-p_e.jpg,2950000,,-77.30488,38.9545,RECENTLY_SOLD,167791030,12000.0,-1,6.0,8.0,USA,USD,sqft,True,
328,8,1632985200000,SINGLE_FAMILY,5227.2,"8427 Hollis Ln, Vienna, VA 22182",https://photos.zillowstatic.com/fp/921d5de374e07a3f71bfc398bc03b4f5-p_e.jpg,829900,,-77.23394,38.900517,RECENTLY_SOLD,51777623,2515.0,-1,4.0,3.0,USA,USD,sqft,True,
329,9,1632985200000,SINGLE_FAMILY,0.27,"1205 Kelley St SW, Vienna, VA 22180",https://photos.zillowstatic.com/fp/3e3ba451841a04fc30f8526483d9521d-p_e.jpg,780000,,-77.2516,38.886402,RECENTLY_SOLD,51803822,2140.0,-1,4.0,2.0,USA,USD,acres,True,
330,10,1632985200000,SINGLE_FAMILY,0.29,"1124 Fairway Dr NE, Vienna, VA 22180",https://photos.zillowstatic.com/fp/68ab3c5b294b055af9e41c65d2c91e2d-p_e.jpg,900000,,-77.24755,38.919098,RECENTLY_SOLD,51748400,2233.0,-1,4.0,3.0,USA,USD,acres,True,
331,11,1632985200000,SINGLE_FAMILY,0.27,"8518 Marquette St, Vienna, VA 22180",https://photos.zillowstatic.com/fp/2e6e38b9a722071b1f4119686cd5c9ab-p_e.jpg,774900,,-77.24152,38.88195,RECENTLY_SOLD,51808519,1064.0,-1,3.0,2.0,USA,USD,acres,True,
332,12,1632985200000,SINGLE_FAMILY,0.35,"9832 Arroyo Ct, Vienna, VA 22181",https://photos.zillowstatic.com/fp/f4ace391fa158a3ee8aa2d9c0e71266a-p_e.jpg,950000,,-77.28658,38.906796,RECENTLY_SOLD,51768914,2066.0,-1,5.0,3.0,USA,USD,acres,True,
